,,,Universitas,,,,Alamat,Kota,Kode Pos,Full Address,Latitude,Longitude,,,,,Address,Lat,Long
3772,616,Aktif,Akademi Kebidanan Rizki Patya ,19 Oktober 2006 ,249DO2006,19 Oktober 2006 ,Jl Perumnas Sako No 245 Kel Sialang,Prop. Sumatera Selatan - Indonesia,30163,Jl Perumnas Sako No 245 Kel Sialang Prop. Sumatera Selatan - Indonesia 30163 ,,,(0711) 7924131,(0711) 811430,akbid_rizkipatya@yahoo.com, http:akbidrizkipatya.ac.id,Akademi Kebidanan Rizki Patya  Jl Perumnas Sako No 245 Kel Sialang Prop. Sumatera Selatan - Indonesia 30163,,
3773,631,Aktif,Akademi Kesehatan Yayasan Sapta Bakti Bengkulu ,25 Juni 2008 ,108DO2008,25 Juni 2008 ,Bengkulu ,Kota Bengkulu - Prop. Bengkulu - Indonesia,12345,Bengkulu  Kota Bengkulu - Prop. Bengkulu - Indonesia 12345 ,,,(0736)346300,(0736)346300,sapta_bakti@yahoo.co.id,www.saptabakti.ac.id,Akademi Kesehatan Yayasan Sapta Bakti Bengkulu  Bengkulu  Kota Bengkulu - Prop. Bengkulu - Indonesia 12345,,
3774,645,Aktif,Politeknik Darusalam ,15 Februari 2001 ,19DO2001,15 Februari 2001 ,Jalan Basuki Rahmat No.1608 E-F Palembang,Kec. Kemuning - Kota Palembang - Prop. Sumatera Selatan,30126,Jalan Basuki Rahmat No.1608 E-F Palembang Kec. Kemuning - Kota Palembang - Prop. Sumatera Selatan 30126 ,,,0711-350333,0711-374003,pdpalembang@yahoo.co.id,www.darussalam.ac.id,Politeknik Darusalam  Jalan Basuki Rahmat No.1608 E-F Palembang Kec. Kemuning - Kota Palembang - Prop. Sumatera Selatan 30126,,
3775,662,Aktif,Universitas Kristen Krida Wacana ,20 Januari 1967 ,10,15 Maret 1991 ,Jl Tanjung Duren Raya No 4 ,Kota Jakarta Barat - Prop. D.K.I. Jakarta - Indonesia,11470,Jl Tanjung Duren Raya No 4  Kota Jakarta Barat - Prop. D.K.I. Jakarta - Indonesia 11470 ,,,5666952-55,5666951,univ.secretary@ukrida.ac.id,www.ukrida.ac.id,Universitas Kristen Krida Wacana  Jl Tanjung Duren Raya No 4  Kota Jakarta Barat - Prop. D.K.I. Jakarta - Indonesia 11470,,
3776,685,Aktif,Universitas Pelita Harapan ,13 Desember 1993 ,259,13 Desember 1993 ,"UPH Tower, Jalan MH Thamrin Boulevard 1100, Lippo Karawaci",Kec. Karawaci - Kota Tangerang - Prop. Banten,15811,"UPH Tower, Jalan MH Thamrin Boulevard 1100, Lippo Karawaci Kec. Karawaci - Kota Tangerang - Prop. Banten 15811 ",,,5460901,5460910,baa@uph.edu,www.uph.edu,"Universitas Pelita Harapan  UPH Tower, Jalan MH Thamrin Boulevard 1100, Lippo Karawaci Kec. Karawaci - Kota Tangerang - Prop. Banten 15811",,
3777,710,Aktif,Universitas Pertamina ,1 Februari 2016 ,60KPTI2016,1 Februari 2016 , ,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia, ,  Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia   ,,,+6221 29044308,+6221 29044316,info@universitaspertamina.ac.id,https:universitaspertamina.ac.id,Universitas Pertamina    Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia  ,,
3778,730,Aktif,Sekolah Tinggi Filsafat Theologi Jakarta ,9 Agustus 1934 ,NO.820,20 Juni 1934 ,Jalan Proklamasi No 27 ,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,10320,Jalan Proklamasi No 27  Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia 10320 ,,,3904237,3153781,teologi@bit.net.indonesia,www.sttjakarta.ac.id,Sekolah Tinggi Filsafat Theologi Jakarta  Jalan Proklamasi No 27  Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia 10320,,
3779,796,Aktif,Sekolah Tinggi Ilmu Kesehatan Indonesia Maju ,26 Juli 2000 ,115DO2000,26 Juli 2000 ,Gedung HZ Jl Harapan No 50 Lenteng Agung,Kota Jakarta Selatan - Prop. D.K.I. Jakarta - Indonesia,12610,Gedung HZ Jl Harapan No 50 Lenteng Agung Kota Jakarta Selatan - Prop. D.K.I. Jakarta - Indonesia 12610 ,,,021-78894044-45,021-78894045,stikim@stikim.ac.id,www.stikim.ac.id,Sekolah Tinggi Ilmu Kesehatan Indonesia Maju  Gedung HZ Jl Harapan No 50 Lenteng Agung Kota Jakarta Selatan - Prop. D.K.I. Jakarta - Indonesia 12610,,
3780,810,Aktif,Sekolah Tinggi Ilmu Komunikasi Profesi Indonesia ,9/21/2001,2(DUA),9/21/2001,"Jl. Tegalan No. 1E Kel. Pal-Meriam, Matraman, Jakarta Timur",Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia,13140,"Jl. Tegalan No. 1E Kel. Pal-Meriam, Matraman, Jakarta Timur Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia 13140 ",,,021-8576647,021-5876661,akademikprosia@gmail.com,www.stikomprosia.ac.id,"Sekolah Tinggi Ilmu Komunikasi Profesi Indonesia  Jl. Tegalan No. 1E Kel. Pal-Meriam, Matraman, Jakarta Timur Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia 13140",,
3781,828,Aktif,STMIK Inovasi Sains Teknologi Bisnis ,21 Februari 2006 ,422EO2014,9/17/2014,"Jalan Palmerah Barat No. 46-48, Palmerah
Jakarta Barat",Kota Jakarta Barat - Prop. D.K.I. Jakarta - Indonesia,11480,"Jalan Palmerah Barat No. 46-48, Palmerah
Jakarta Barat Kota Jakarta Barat - Prop. D.K.I. Jakarta - Indonesia 11480 ",,,021-5343888,021-53663670,istb@istb.ac.id,www.istb.ac.id,"STMIK Inovasi Sains Teknologi Bisnis  Jalan Palmerah Barat No. 46-48, Palmerah
Jakarta Barat Kota Jakarta Barat - Prop. D.K.I. Jakarta - Indonesia 11480",,
3782,852,Aktif,STIKES Mitra Keluarga ,10 Juni 2014 ,149EO2014,10 Juni 2014 ,"Jl. Pengasinan, Rawa Semut, Margahayu
Bekasi Timur",Kec. Bekasi Timur - Kota Bekasi - Prop. Jawa Barat,17113,"Jl. Pengasinan, Rawa Semut, Margahayu
Bekasi Timur Kec. Bekasi Timur - Kota Bekasi - Prop. Jawa Barat 17113 ",,,2188345997,2188351995,stikes@mitrakeluarga.com, www.stikesmitrakeluarga.ac.id,"STIKES Mitra Keluarga  Jl. Pengasinan, Rawa Semut, Margahayu
Bekasi Timur Kec. Bekasi Timur - Kota Bekasi - Prop. Jawa Barat 17113",,
3783,872,Aktif,Akademi Pariwisata Tridaya ,11/25/1975,1406DT2008,4/30/2008,Jl Pangkalan Jati Ii No 19 Kalimalang,Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia,13620,Jl Pangkalan Jati Ii No 19 Kalimalang Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia 13620 ,,,"8612017, 866 000045",021.866 000045,akpar.tridaya@yahoo.com,www.aptjakarta.ac.id,Akademi Pariwisata Tridaya  Jl Pangkalan Jati Ii No 19 Kalimalang Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia 13620,,
3784,879,Aktif,Akademi Pariwisata Nusantara Jaya ,10 Mei 1993 ,731DT2008,6 Maret 2008 ,"Komplek Hotel Bumi Wiyata
Jl. Margonda Raya Po.Box. 1045
Depok",Kota Depok - Prop. Jawa Barat - Indonesia,16423,"Komplek Hotel Bumi Wiyata
Jl. Margonda Raya Po.Box. 1045
Depok Kota Depok - Prop. Jawa Barat - Indonesia 16423 ",,,"021-7752335, 021-777",021-7752334,info@apnj.com,www.akpar-enje.com,"Akademi Pariwisata Nusantara Jaya  Komplek Hotel Bumi Wiyata
Jl. Margonda Raya Po.Box. 1045
Depok Kota Depok - Prop. Jawa Barat - Indonesia 16423",,
3785,881,Aktif,Akademi Sekretari Budi Luhur ,13 Agustus 1993 ,276EO2013,22 Juli 2013 ,"Jalan Ciledug Raya No. 99 Petukangan Utara, Pesanggrahan, Jakarta Selatan",Kec. Pesanggrahan - Kota Jakarta Selatan - Prop. D.K.I. Jakarta,12260,"Jalan Ciledug Raya No. 99 Petukangan Utara, Pesanggrahan, Jakarta Selatan Kec. Pesanggrahan - Kota Jakarta Selatan - Prop. D.K.I. Jakarta 12260 ",,,021-5853753,021-7371165,akademi.sekretari@budiluhur.ac.id,http:astri.budiluhur.ac.id,"Akademi Sekretari Budi Luhur  Jalan Ciledug Raya No. 99 Petukangan Utara, Pesanggrahan, Jakarta Selatan Kec. Pesanggrahan - Kota Jakarta Selatan - Prop. D.K.I. Jakarta 12260",,
3786,889,Aktif,Akademi Pariwisata Jakarta ,14 Januari 1998 ,3419DT2005,12 Oktober 2005 ,Jl Cempaka Putih Tengah 328 ,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,10510,Jl Cempaka Putih Tengah 328  Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia 10510 ,,,4245491-4219293,4219294, ,www.jakarta.go.idapj,Akademi Pariwisata Jakarta  Jl Cempaka Putih Tengah 328  Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia 10510,,
3787,924,Aktif,Akademi Keperawatan As-Syafi iyah ,22 Juni 1984 ,99,29 Oktober 1984 ,Jl Raya Jatiwaringin No 12 Pondok Gede,Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia,13070,Jl Raya Jatiwaringin No 12 Pondok Gede Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia 13070 ,,,2184990145,2184990145,akper_uia@yahoo.co.id,www.asyafiah.ac.id,Akademi Keperawatan As-Syafi iyah  Jl Raya Jatiwaringin No 12 Pondok Gede Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia 13070,,
3788,1005,Aktif,Universitas Jenderal Achmad Yani ,12 Mei 1974 ,080U1978,31 Maret 1978 ,Jl Terusan Jenderal Sudirman ,Kota Cimahi - Prop. Jawa Barat - Indonesia,40513,Jl Terusan Jenderal Sudirman  Kota Cimahi - Prop. Jawa Barat - Indonesia 40513 ,,,(022) 6610223,(022) 6610223,unjani@bdg.centrin.net.id.net,www.unjani.ac.id,Universitas Jenderal Achmad Yani  Jl Terusan Jenderal Sudirman  Kota Cimahi - Prop. Jawa Barat - Indonesia 40513,,
3789,1006,Aktif,Universitas Winaya Mukti ,10 Agustus 1990 ,6,10 Agustus 1990 ,Jl. Pahlawan No.69 Bandung,Kota Bandung - Prop. Jawa Barat - Indonesia,40123,Jl. Pahlawan No.69 Bandung Kota Bandung - Prop. Jawa Barat - Indonesia 40123 ,,,(022)2511340,(022)2511340,admik.unwim@gmail.com,www.winayamukti.ac.id,Universitas Winaya Mukti  Jl. Pahlawan No.69 Bandung Kota Bandung - Prop. Jawa Barat - Indonesia 40123,,
3790,1014,Aktif,Universitas Nasional Pasim ,2 Maret 1992 ,114DO2001,2 Agustus 2001 ,Jalan Terusan Pasteur No 167 ,Kota Bandung - Prop. Jawa Barat - Indonesia,40174,Jalan Terusan Pasteur No 167  Kota Bandung - Prop. Jawa Barat - Indonesia 40174 ,,,022-6072803,022-6072803,informasi@pasim.ac.id,www.pasim.ac.id,Universitas Nasional Pasim  Jalan Terusan Pasteur No 167  Kota Bandung - Prop. Jawa Barat - Indonesia 40174,,
3791,1024,Aktif,Universitas Presiden ,4/16/2004,3587DE2006,4/16/2004,"Jl. Ki Hajar Dewantara, Kota Jababeka, Cikarang Baru, Bekasi ",Kab. Bekasi - Prop. Jawa Barat - Indonesia,17550,"Jl. Ki Hajar Dewantara, Kota Jababeka, Cikarang Baru, Bekasi  Kab. Bekasi - Prop. Jawa Barat - Indonesia 17550 ",,,89109762-63,89109768,jony.haryanto@president.ac.id,www.president.ac.id,"Universitas Presiden  Jl. Ki Hajar Dewantara, Kota Jababeka, Cikarang Baru, Bekasi  Kab. Bekasi - Prop. Jawa Barat - Indonesia 17550",,
3792,1039,Aktif,Universitas Telkom ,16 Januari 2007 ,309EO2013,14 Agustus 2013 ,"Jl. Telekomunikasi Terusan Buah Batu
Bandung-40257, Jawa Barat, Indonesia",Kec. Dayeuhkolot - Kab. Bandung - Prop. Jawa Barat,40257,"Jl. Telekomunikasi Terusan Buah Batu
Bandung-40257, Jawa Barat, Indonesia Kec. Dayeuhkolot - Kab. Bandung - Prop. Jawa Barat 40257 ",,,+62227564108,+62227565200,info@telkomuniversity.ac.id,http:www.telkomuniversity.ac.id,"Universitas Telkom  Jl. Telekomunikasi Terusan Buah Batu
Bandung-40257, Jawa Barat, Indonesia Kec. Dayeuhkolot - Kab. Bandung - Prop. Jawa Barat 40257",,
3793,1046,Aktif,Universitas Muhammadiyah Bandung ,14 Juni 2016 ,205KPTI2016,14 Juni 2016 ,Jl. Palasari No.9A,Kota Bandung - Prop. Jawa Barat - Indonesia,40262,Jl. Palasari No.9A Kota Bandung - Prop. Jawa Barat - Indonesia 40262 ,,,022-7302188,,,www.umbandung.ac.id,Universitas Muhammadiyah Bandung  Jl. Palasari No.9A Kota Bandung - Prop. Jawa Barat - Indonesia 40262,,
3794,1049,Aktif,Institut Teknologi Sains Bandung ,7 Oktober 2001 ,86D02001,10 Juli 2001 ,"Jl. Ganesha Boulevard, Lot-A1 CBD Kota Deltamas
Tol Jakarta - Cikampek Km 37
C",Kab. Bekasi - Prop. Jawa Barat - Indonesia,17530,"Jl. Ganesha Boulevard, Lot-A1 CBD Kota Deltamas
Tol Jakarta - Cikampek Km 37
C Kab. Bekasi - Prop. Jawa Barat - Indonesia 17530 ",,,021-50599288,021-89972028,admin_bdg@itsb.ac.id,http:www.itsb.ac.id,"Institut Teknologi Sains Bandung  Jl. Ganesha Boulevard, Lot-A1 CBD Kota Deltamas
Tol Jakarta - Cikampek Km 37
C Kab. Bekasi - Prop. Jawa Barat - Indonesia 17530",,
3795,1066,Aktif,Sekolah Tinggi Hukum Garut ,9/27/1986,2752DTK-IV2009,9 Juli 2009 ,Jalan H Hasan Arief No 2  Garut,Kab. Garut - Prop. Jawa Barat - Indonesia,44151,Jalan H Hasan Arief No 2  Garut Kab. Garut - Prop. Jawa Barat - Indonesia 44151 ,,,0262-236615,0262-236615,info@sthgarut.ac.id,www.sthgarut.ac.id,Sekolah Tinggi Hukum Garut  Jalan H Hasan Arief No 2  Garut Kab. Garut - Prop. Jawa Barat - Indonesia 44151,,
3796,1090,Aktif,STMIK Likmi ,4/3/1994,023DO1994,9/9/1993,Jalan Ir H Juanda No 96 ,Kota Bandung - Prop. Jawa Barat - Indonesia,40132,Jalan Ir H Juanda No 96  Kota Bandung - Prop. Jawa Barat - Indonesia 40132 ,,,2502121,2502121,info@likmi.ac.id,www.likmi.ac.id,STMIK Likmi  Jalan Ir H Juanda No 96  Kota Bandung - Prop. Jawa Barat - Indonesia 40132,,
3797,1109,Aktif,Sekolah Tinggi Ilmu Ekonomi Kesatuan ,29 Oktober 1994 ,SK.19YAY1994,29 Oktober 1994 ,Jalan Ranggagading No 1 ,Kota Bogor - Prop. Jawa Barat - Indonesia,16123,Jalan Ranggagading No 1  Kota Bogor - Prop. Jawa Barat - Indonesia 16123 ,,,"0251-8337733,8358787",0251-8319925,info@stiekesatuan.ac.id,www.stiekesatuan.ac.id,Sekolah Tinggi Ilmu Ekonomi Kesatuan  Jalan Ranggagading No 1  Kota Bogor - Prop. Jawa Barat - Indonesia 16123,,
3798,1155,Aktif,Sekolah Tinggi Ilmu Kesehatan Faletehan ,7 Mei 2001 ,65DO2001,7 Mei 2001 ,Jalan Raya Cilegon KM 6 Pelamunan Kramat Watu,Kota Serang - Prop. Banten - Indonesia,42161,Jalan Raya Cilegon KM 6 Pelamunan Kramat Watu Kota Serang - Prop. Banten - Indonesia 42161 ,,,0254-232729,0254-230054,info@stikesfa.ac.id,www.stikesfa.ac.id,Sekolah Tinggi Ilmu Kesehatan Faletehan  Jalan Raya Cilegon KM 6 Pelamunan Kramat Watu Kota Serang - Prop. Banten - Indonesia 42161,,
3799,1205,Aktif,STISIP Banten Raya ,1 Maret 2004 ,30DO2004,1 Maret 2004 ,"Jalan Raya Rangkasbitung Km. 04 Pandeglang, Dusun Sabitangtu Desa Bangkonol",Kab. Pandeglang - Prop. Banten - Indonesia,42251,"Jalan Raya Rangkasbitung Km. 04 Pandeglang, Dusun Sabitangtu Desa Bangkonol Kab. Pandeglang - Prop. Banten - Indonesia 42251 ",,,0253-203-749,0253-203-749,stisip.043239@gmail.com,www.stisipbantenraya.ac.id,"STISIP Banten Raya  Jalan Raya Rangkasbitung Km. 04 Pandeglang, Dusun Sabitangtu Desa Bangkonol Kab. Pandeglang - Prop. Banten - Indonesia 42251",,
3800,1206,Aktif,Sekolah Tinggi Teknologi Banten ,29 Oktober 2001 ,31DO2004,1 Maret 2004 ,"Jalan Taman Surya Buana B-11, Jl. KH Wahid Hasyim ",Kab. Tangerang - Prop. Banten - Indonesia,15156,"Jalan Taman Surya Buana B-11, Jl. KH Wahid Hasyim  Kab. Tangerang - Prop. Banten - Indonesia 15156 ",,,021-7327646,021-7327646,aysyauki@hotmail.com,sttb-yia.ac.id,"Sekolah Tinggi Teknologi Banten  Jalan Taman Surya Buana B-11, Jl. KH Wahid Hasyim  Kab. Tangerang - Prop. Banten - Indonesia 15156",,
3801,1228,Aktif,Sekolah Tinggi Ilmu Kesehatan Medika Cikarang ,24 Juni 2005 ,90DO2005,24 Juni 2005 ,Jl Raya Industri Pasir Gombong Jababeka,Kab. Bekasi - Prop. Jawa Barat - Indonesia,12345,Jl Raya Industri Pasir Gombong Jababeka Kab. Bekasi - Prop. Jawa Barat - Indonesia 12345 ,,,(021) 89111110,(021) 8905196,info@stikesmedikacikarang.ac.id,stikesmedikacikarang.ac.id,Sekolah Tinggi Ilmu Kesehatan Medika Cikarang  Jl Raya Industri Pasir Gombong Jababeka Kab. Bekasi - Prop. Jawa Barat - Indonesia 12345,,
3802,1229,Aktif,Sekolah Tinggi Ilmu Ekonomi Banten ,8 Agustus 2000 ,171DO2004,28 Oktober 2004 ,Jl Let Jidun No 7-C Kepandean ,Kota Serang - Prop. Banten - Indonesia,42115,Jl Let Jidun No 7-C Kepandean  Kota Serang - Prop. Banten - Indonesia 42115 ,,,0254-217-271,0254-217-271,stie_banten@yahoo.co.id,www.stiebanten.com,Sekolah Tinggi Ilmu Ekonomi Banten  Jl Let Jidun No 7-C Kepandean  Kota Serang - Prop. Banten - Indonesia 42115,,
3803,1230,Aktif,STMIK Dharma Negara ,8 Agustus 2005 ,103DO2005,8 Agustus 2005 ,Jalan Babakan Sari No 68 Kiaracondong,Kec. Kiaracondong - Kota Bandung - Prop. Jawa Barat,40283,Jalan Babakan Sari No 68 Kiaracondong Kec. Kiaracondong - Kota Bandung - Prop. Jawa Barat 40283 ,,,022-720-2024,022-720-2024,stmikdharmanegara@yahoo.co.id,www.dnbs.ac.id,STMIK Dharma Negara  Jalan Babakan Sari No 68 Kiaracondong Kec. Kiaracondong - Kota Bandung - Prop. Jawa Barat 40283,,
3804,1231,Aktif,STIE Dharma Negara ,8 Agustus 2005 ,104DO2005,8 Agustus 2005 ,Jalan Babakan Sari No 68 Kiara Condong,Kec. Kiaracondong - Kota Bandung - Prop. Jawa Barat,40283,Jalan Babakan Sari No 68 Kiara Condong Kec. Kiaracondong - Kota Bandung - Prop. Jawa Barat 40283 ,,,022-727-5358,022-727-5358,STIE.dnbs@gmail.com,http:stie-dharmanegara.ac.id,STIE Dharma Negara  Jalan Babakan Sari No 68 Kiara Condong Kec. Kiaracondong - Kota Bandung - Prop. Jawa Barat 40283,,
3805,1232,Aktif,STIKES Wijaya Husada Bogor ,21 Juni 2005 ,20YWHVI2005,21 Juni 2005 ,Jl Raya Sindang Barang KM 86 ,Kota Bogor - Prop. Jawa Barat - Indonesia,16610,Jl Raya Sindang Barang KM 86  Kota Bogor - Prop. Jawa Barat - Indonesia 16610 ,,,0251-8327396, ,wijayahusada@gmail.com, ,STIKES Wijaya Husada Bogor  Jl Raya Sindang Barang KM 86  Kota Bogor - Prop. Jawa Barat - Indonesia 16610,,
3806,1233,Aktif,Sekolah Tinggi Farmasi Muhammadiyah Tangerang ,29 Desember 2005 ,197DO2005,29 Desember 2005 ,"Jalan Raya Serang KM 12,5 Cikupa",Kab. Tangerang - Prop. Banten - Indonesia,15710,"Jalan Raya Serang KM 12,5 Cikupa Kab. Tangerang - Prop. Banten - Indonesia 15710 ",,,021-29867307,021-29867307,akademik@stfm.ac.id,www.stfm.ac.id,"Sekolah Tinggi Farmasi Muhammadiyah Tangerang  Jalan Raya Serang KM 12,5 Cikupa Kab. Tangerang - Prop. Banten - Indonesia 15710",,
3807,1234,Aktif,Sekolah Tinggi Bahasa Asing Bina Dinamika Cianjur ,9 Agustus 2004 ,IIID02004,9 Agustus 2004 ,Jln. Kebon Kelapa Blok Barokah Pekopen Tambun Bekasi,Kab. Bekasi - Prop. Jawa Barat - Indonesia,17510,Jln. Kebon Kelapa Blok Barokah Pekopen Tambun Bekasi Kab. Bekasi - Prop. Jawa Barat - Indonesia 17510 ,,,021-88390191,021-88390191,stbabinadinamika@yahoo.com,www.stbabinadinamika.com,Sekolah Tinggi Bahasa Asing Bina Dinamika Cianjur  Jln. Kebon Kelapa Blok Barokah Pekopen Tambun Bekasi Kab. Bekasi - Prop. Jawa Barat - Indonesia 17510,,
3808,1235,Aktif,Sekolah Tinggi Ilmu Ekonomi Gici ,24 Juni 2005 ,165D02005,31 Oktober 2005 ,Jalan Margonda Raya No 224 A-B ,Kota Depok - Prop. Jawa Barat - Indonesia,16423,Jalan Margonda Raya No 224 A-B  Kota Depok - Prop. Jawa Barat - Indonesia 16423 ,,,7760806,7760807,depok@gicibusinessschool.ac.id,www.gicibusinesssschool.ac.id,Sekolah Tinggi Ilmu Ekonomi Gici  Jalan Margonda Raya No 224 A-B  Kota Depok - Prop. Jawa Barat - Indonesia 16423,,
3809,1237,Aktif,Sekolah Tinggi Ilmu Kesehatan Yatsi ,4/12/2006,55DO2006,4/12/2006,Jl Raya Prabu Siliwangi KM 3 ,Kec. Jati uwung - Kota Tangerang - Prop. Banten,15133,Jl Raya Prabu Siliwangi KM 3  Kec. Jati uwung - Kota Tangerang - Prop. Banten 15133 ,,,(021) 5921132,2159306633,stikesyatsi@yahoo.com,www.stikesyatsi.ac.id,Sekolah Tinggi Ilmu Kesehatan Yatsi  Jl Raya Prabu Siliwangi KM 3  Kec. Jati uwung - Kota Tangerang - Prop. Banten 15133,,
3810,1238,Aktif,STIKES Muhammadiyah Ciamis ,29 Juni 2006 ,110DO2006,29 Juni 2006 ,Jalan KH Ahmad Dahlan No 20 Ciamis,Kab. Ciamis - Prop. Jawa Barat - Indonesia,46216,Jalan KH Ahmad Dahlan No 20 Ciamis Kab. Ciamis - Prop. Jawa Barat - Indonesia 46216 ,,,265773052,265771931,mucis06@yahoo.com,www.stikesmucis.ac.id,STIKES Muhammadiyah Ciamis  Jalan KH Ahmad Dahlan No 20 Ciamis Kab. Ciamis - Prop. Jawa Barat - Indonesia 46216,,
3811,1280,Aktif,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Bina Mutiara ,9/8/2011,198EO2011,9/8/2011, Kompleks Pendidikan Terpadu Mutiara. Jln. Bhayangkara KM 01. Palabuhanratu. ,Kab. Sukabumi - Prop. Jawa Barat - Indonesia,0, Kompleks Pendidikan Terpadu Mutiara. Jln. Bhayangkara KM 01. Palabuhanratu.  Kab. Sukabumi - Prop. Jawa Barat - Indonesia 0 ,,,(0266) 432375,(0266) 434943,stkipbms@stkipbms.ac.id,http:www.stkipbms.ac.id,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Bina Mutiara   Kompleks Pendidikan Terpadu Mutiara. Jln. Bhayangkara KM 01. Palabuhanratu.  Kab. Sukabumi - Prop. Jawa Barat - Indonesia 0,,
3812,1293,Aktif,STKIP PANCAKARYA ,10 Maret 2014 ,102P2014,10 Maret 2014 ,-,Kota Tangerang - Prop. Banten - Indonesia,,- Kota Tangerang - Prop. Banten - Indonesia  ,,,021-5581180,021-5531887,stkip.panca@gmail.com, ,STKIP PANCAKARYA  - Kota Tangerang - Prop. Banten - Indonesia ,,
3813,1378,Aktif,Akademi Keperawatan Islamic Village ,9/1/1993,1883DT2007,17 Juli 2007 ,Jalan Islamic Raya Kelapa Dua - Curug,Kab. Tangerang - Prop. Banten - Indonesia,15812,Jalan Islamic Raya Kelapa Dua - Curug Kab. Tangerang - Prop. Banten - Indonesia 15812 ,,,021-5462852,021-5462852,akperislamicvillage@yahoo.co.id, www.akperisvill.ac.id,Akademi Keperawatan Islamic Village  Jalan Islamic Raya Kelapa Dua - Curug Kab. Tangerang - Prop. Banten - Indonesia 15812,,
3814,1388,Aktif,Akademi Radiognostik Dan Radioterapi Yapenpernus ,14 Agustus 2005 ,12DO2006,22 Februari 2006 ,Bekasi ,Kota Bekasi - Prop. Jawa Barat - Indonesia,12345,Bekasi  Kota Bekasi - Prop. Jawa Barat - Indonesia 12345 ,,,021 29085246,021 29085240,atro_persadanusantara@yahoo.co.id,www.persadanusantara.blogspot.com,Akademi Radiognostik Dan Radioterapi Yapenpernus  Bekasi  Kota Bekasi - Prop. Jawa Barat - Indonesia 12345,,
3815,1396,Aktif,Akademi Kebidanan Citama Raya Depok ,24 Agustus 2006 ,169DO2006,24 Agustus 2006 ,Jalan Cipayung Raya No 27 ,Kota Depok - Prop. Jawa Barat - Indonesia,16431,Jalan Cipayung Raya No 27  Kota Depok - Prop. Jawa Barat - Indonesia 16431 ,,,021-878-2869,021-878-2869, , ,Akademi Kebidanan Citama Raya Depok  Jalan Cipayung Raya No 27  Kota Depok - Prop. Jawa Barat - Indonesia 16431,,
3816,1411,Aktif,Akademi Kebidanan Dewi Sartika Bandung ,10 Juli 2007 ,102DO2007,10 Juli 2007 ,"Jalan Terusan Kopo KM 12,8 Katapang Kab. Bandung",Kab. Bandung - Prop. Jawa Barat - Indonesia,40971,"Jalan Terusan Kopo KM 12,8 Katapang Kab. Bandung Kab. Bandung - Prop. Jawa Barat - Indonesia 40971 ",,,022 - 5880535,022 - 5880535,akbid_ds@yahoo.co.id,www.akbiddewisartika.ac.id,"Akademi Kebidanan Dewi Sartika Bandung  Jalan Terusan Kopo KM 12,8 Katapang Kab. Bandung Kab. Bandung - Prop. Jawa Barat - Indonesia 40971",,
3817,1428,Aktif,Akademi Perpajakan Padang (AKAP) Bekasi ,2 Desember 2008 ,225DO2008,2 Desember 2008 ," JL. SIRIH PRADA, No.135  PABUARAN MUSTIKA JAYA BEKASI TIMUR
",Kab. Bekasi - Prop. Jawa Barat - Indonesia,17310," JL. SIRIH PRADA, No.135  PABUARAN MUSTIKA JAYA BEKASI TIMUR
 Kab. Bekasi - Prop. Jawa Barat - Indonesia 17310 ",,,"021-29455271,  ",-,pdg.akap@yahoo.co.id,akademi-perpajakan.blogspot.com,"Akademi Perpajakan Padang (AKAP) Bekasi   JL. SIRIH PRADA, No.135  PABUARAN MUSTIKA JAYA BEKASI TIMUR
 Kab. Bekasi - Prop. Jawa Barat - Indonesia 17310",,
3818,1437,Aktif,Politeknik Krakatau ,11/24/1997,15DO99,14 Januari 1999 ,Jl Sultan Ageng Tirtayasa 49 Komplek Bonakarta Blok B-7,Kota Cilegon - Prop. Banten - Indonesia,42414,Jl Sultan Ageng Tirtayasa 49 Komplek Bonakarta Blok B-7 Kota Cilegon - Prop. Banten - Indonesia 42414 ,,,0254-388-630,0254-388-312,pol3krakatau@yahoo.com, ,Politeknik Krakatau  Jl Sultan Ageng Tirtayasa 49 Komplek Bonakarta Blok B-7 Kota Cilegon - Prop. Banten - Indonesia 42414,,
